"target_end_date","forecast_date",".group","max_confirm","location","confirm","cum_prop_reported","delay","prop_reported","mean","median","sd","mad","q5","q20","q35","q50","q65","q80","q95","rhat","ess_bulk","ess_tail"
"2021-01-13","2021-02-01",1,2,"GE",2,1,19,0,2,2,0,0,2,2,2,2,2,2,2,NA,NA,NA
"2021-01-14","2021-02-01",1,2,"GE",2,1,18,0,2.08,2,0.29272117396199,0,2,2,2,2,2,2,3,0.999436903330547,963.439994886282,990.134629613529
"2021-01-15","2021-02-01",1,3,"GE",3,1,17,0.333333333333333,3.16,3,0.410571027434436,0,3,3,3,3,3,3,4,0.998601509203087,955.077342958495,985.748472287946
"2021-01-16","2021-02-01",1,4,"GE",4,1,16,0,4.223,4,0.481147069514616,0,4,4,4,4,4,4,5,0.99877184569591,1049.25553290357,1003.90154430938
"2021-01-17","2021-02-01",1,0,"GE",0,NA,15,NA,0.312,0,0.594145612631288,0,0,0,0,0,0,1,1,0.999269315373383,1047.25086664955,994.465254057583
"2021-01-18","2021-02-01",1,4,"GE",4,1,14,0.25,4.407,4,0.650979857426307,0,4,4,4,4,4,5,6,1.00123539559476,911.206199183448,790.637833528566
"2021-01-19","2021-02-01",1,4,"GE",4,1,13,0,4.556,4,0.803436064357027,0,4,4,4,4,5,5,6,1.00039666645935,998.194835060049,879.119979178957
"2021-01-20","2021-02-01",1,3,"GE",3,1,12,0.666666666666667,3.751,4,0.901005444384667,1.4826,3,3,3,4,4,4,5,1.00129529971058,1023.5238444537,1016.13276191059
"2021-01-21","2021-02-01",1,3,"GE",3,1,11,0.666666666666667,3.847,4,1.00628206960256,1.4826,3,3,3,4,4,5,6,1.0019483705986,973.441155119781,888.879030945203
"2021-01-22","2021-02-01",1,2,"GE",2,1,10,0,2.943,3,1.03673807001857,1.4826,2,2,2,3,3,4,5,0.999363494066369,977.90217573584,885.389145060035
"2021-01-23","2021-02-01",1,0,"GE",0,NA,9,NA,1.029,1,1.07392379259997,1.4826,0,0,0,1,1,2,3,1.0002092350763,903.696157080981,876.545475380489
"2021-01-24","2021-02-01",1,2,"GE",2,1,8,0.5,3.291,3,1.25534652383113,1.4826,2,2,3,3,4,4,6,1.00105286170826,1004.19374663906,954.850366708462
"2021-01-25","2021-02-01",1,2,"GE",2,1,7,0,3.588,3,1.36898872534807,1.4826,2,2,3,3,4,5,6,1.00052461357104,1094.1635137353,978.20011660017
"2021-01-26","2021-02-01",1,4,"GE",4,1,6,0.75,5.962,6,1.58147306554903,1.4826,4,5,5,6,6,7,9,1.00008598164502,1193.43669609635,935.188387033781
"2021-01-27","2021-02-01",1,0,"GE",0,NA,5,NA,2.254,2,1.77782019468917,1.4826,0,1,1,2,3,4,5.04999999999995,1.00319357935499,846.143480261794,879.688103948113
"2021-01-28","2021-02-01",1,0,"GE",0,NA,4,NA,2.378,2,1.86831651670872,1.4826,0,1,1,2,3,4,6,0.999227165044823,1005.48836084856,811.53231710739
"2021-01-29","2021-02-01",1,0,"GE",0,NA,3,NA,2.656,2,1.96303782885545,1.4826,0,1,2,2,3,4,6,1.00035295552198,1119.83990908825,824.998928344543
"2021-01-30","2021-02-01",1,0,"GE",0,NA,2,NA,2.699,2,2.15012139704297,1.4826,0,1,2,2,3,4,7,0.998807595342961,1236.23743481243,768.057966164397
"2021-01-31","2021-02-01",1,0,"GE",0,NA,1,NA,2.835,3,2.17267013039152,1.4826,0,1,2,3,3,4,7,0.999586176313449,1081.33671282789,839.437291287187
"2021-02-01","2021-02-01",1,0,"GE",0,NA,0,NA,3.084,3,2.43616068412551,1.4826,0,1,2,3,4,5,8,1.00673924255403,1176.01249285488,970.661144987707
"2021-01-14","2021-02-02",1,2,"GE",2,1,19,0,2,2,0,0,2,2,2,2,2,2,2,NA,NA,NA
"2021-01-15","2021-02-02",1,3,"GE",3,1,18,0,3.058,3,0.262115823071986,0,3,3,3,3,3,3,4,1.00042945572559,968.519613798521,947.526830526794
"2021-01-16","2021-02-02",1,4,"GE",4,1,17,0,4.097,4,0.322016606240571,0,4,4,4,4,4,4,5,0.998605435360797,1072.12996046345,1020.09724138446
"2021-01-17","2021-02-02",1,0,"GE",0,NA,16,NA,0.169,0,0.41304916125034,0,0,0,0,0,0,0,1,0.998493467263539,980.315767532781,940.822032969159
"2021-01-18","2021-02-02",1,4,"GE",4,1,15,0,4.264,4,0.51823987937303,0,4,4,4,4,4,5,5,0.999283540688482,882.671175308465,891.643610457788
"2021-01-19","2021-02-02",1,4,"GE",4,1,14,0,4.395,4,0.646059124533036,0,4,4,4,4,4,5,6,0.999304767987811,968.743988169432,938.745552862432
"2021-01-20","2021-02-02",1,3,"GE",3,1,13,0,3.423,3,0.680098179334082,0,3,3,3,3,3,4,5,0.998204550233493,1042.58199652128,982.321002350224
"2021-01-21","2021-02-02",1,3,"GE",3,1,12,0,3.509,3,0.771047024190816,0,3,3,3,3,4,4,5,1.00035956628075,948.065690218537,892.060391652037
"2021-01-22","2021-02-02",1,2,"GE",2,1,11,0,2.61,2,0.801587513963723,0,2,2,2,2,3,3,4,1.00476953135438,854.887788979825,684.328579880578
"2021-01-23","2021-02-02",1,0,"GE",0,NA,10,NA,0.635,0,0.816358647557213,0,0,0,0,0,1,1,2,0.998650898148014,972.691789674259,1013.14961501444
"2021-01-24","2021-02-02",1,2,"GE",2,1,9,0,2.841,3,0.957410902191758,1.4826,2,2,2,3,3,4,5,1.00059141439072,1052.76106108288,1033.01915455814
"2021-01-25","2021-02-02",1,2,"GE",2,1,8,0,3.024,3,1.08839726598729,1.4826,2,2,2,3,3,4,5,1.00053507954397,952.243881951443,920.323079785474
"2021-01-26","2021-02-02",1,4,"GE",4,1,7,0,5.204,5,1.18058365979619,1.4826,4,4,5,5,5,6,7,1.00148077518215,1067.45650184806,926.365734830486
"2021-01-27","2021-02-02",1,0,"GE",0,NA,6,NA,1.351,1,1.31663682636197,1.4826,0,0,1,1,2,2,4,1.00257160714749,1104.27935352701,955.312326399891
"2021-01-28","2021-02-02",1,0,"GE",0,NA,5,NA,1.413,1,1.40513536906784,1.4826,0,0,1,1,2,2,4,1.00222305365737,722.55140017891,783.690802082569
"2021-01-29","2021-02-02",1,0,"GE",0,NA,4,NA,1.572,1,1.42648198406109,1.4826,0,0,1,1,2,3,4,1.00519405692698,982.17970416287,917.429625443109
"2021-01-30","2021-02-02",1,0,"GE",0,NA,3,NA,1.654,1,1.41855429797252,1.4826,0,0,1,1,2,3,4,1.00022269943295,1022.14409972014,985.711582677405
"2021-01-31","2021-02-02",1,0,"GE",0,NA,2,NA,1.865,2,1.60166798692499,1.4826,0,0,1,2,2,3,5,1.00099787002593,1049.33469090285,1042.53903941647
"2021-02-01","2021-02-02",1,0,"GE",0,NA,1,NA,2.1,2,1.74787157853632,1.4826,0,1,1,2,3,3,5,1.00301762767065,951.342822598628,908.381372248647
"2021-02-02","2021-02-02",1,0,"GE",0,NA,0,NA,2.213,2,1.85878618622102,1.4826,0,1,1,2,3,3,6,0.99858642385929,1152.48076171883,814.599686786796
"2021-01-15","2021-02-03",1,3,"GE",3,1,19,0,3,3,0,0,3,3,3,3,3,3,3,NA,NA,NA
"2021-01-16","2021-02-03",1,4,"GE",4,1,18,0,4.039,4,0.208620522774061,0,4,4,4,4,4,4,4,0.998397176187041,1017.38731157453,1006.23741633944
"2021-01-17","2021-02-03",1,0,"GE",0,NA,17,NA,0.084,0,0.288144108090079,0,0,0,0,0,0,0,1,0.998276163059784,1058.63244450692,1011.74443719117
"2021-01-18","2021-02-03",1,4,"GE",4,1,16,0,4.159,4,0.417004667711158,0,4,4,4,4,4,4,5,0.999737285832832,1123.5079518335,1045.42508815129
"2021-01-19","2021-02-03",1,4,"GE",4,1,15,0,4.25,4,0.540177555801601,0,4,4,4,4,4,5,5,0.999583692956706,970.329518492454,955.348765088723
"2021-01-20","2021-02-03",1,3,"GE",3,1,14,0,3.342,3,0.604484409560248,0,3,3,3,3,3,4,5,0.999631216281885,934.684936860878,789.605214172535
"2021-01-21","2021-02-03",1,3,"GE",3,1,13,0,3.353,3,0.607255926080396,0,3,3,3,3,3,4,5,0.999773882166165,944.681158793949,935.758066164455
"2021-01-22","2021-02-03",1,2,"GE",2,1,12,0,2.397,2,0.646381318424975,0,2,2,2,2,2,3,4,0.998903415476398,918.116846517856,850.045939733645
"2021-01-23","2021-02-03",1,0,"GE",0,NA,11,NA,0.461,0,0.697829467682446,0,0,0,0,0,1,1,2,1.00524303756682,985.406286248045,953.769844929131
"2021-01-24","2021-02-03",1,2,"GE",2,1,10,0,2.554,2,0.783388599417746,0,2,2,2,2,3,3,4,1.00108731701608,880.098349784986,882.35586360948
"2021-01-25","2021-02-03",1,2,"GE",2,1,9,0,2.691,2,0.875377224563951,0,2,2,2,2,3,3,4,0.999450793197927,1106.8470259899,1015.42809045525
"2021-01-26","2021-02-03",1,4,"GE",4,1,8,0,4.852,5,0.928955843384904,1.4826,4,4,4,5,5,6,7,1.00374737847931,921.767664662701,905.224644916216
"2021-01-27","2021-02-03",1,0,"GE",0,NA,7,NA,0.932,1,1.04616942722987,1.4826,0,0,0,1,1,2,3,1.00312679005808,1074.71299178771,983.36438346044
"2021-01-28","2021-02-03",1,0,"GE",0,NA,6,NA,1.053,1,1.11509391283176,1.4826,0,0,0,1,1,2,3,1.00199281257205,838.849672009936,865.037147292061
"2021-01-29","2021-02-03",1,0,"GE",0,NA,5,NA,1.138,1,1.16632599058596,1.4826,0,0,0,1,1,2,3,0.999956887530209,920.904409421403,933.704029045323
"2021-01-30","2021-02-03",1,0,"GE",0,NA,4,NA,1.228,1,1.26871022129784,1.4826,0,0,1,1,1,2,4,1.00030811634828,1051.90449070547,840.947441866484
"2021-01-31","2021-02-03",1,0,"GE",0,NA,3,NA,1.435,1,1.41059021858397,1.4826,0,0,1,1,2,2,4,1.00421403286989,1003.76270671643,754.236394623401
"2021-02-01","2021-02-03",1,0,"GE",0,NA,2,NA,1.744,1,1.59028079061309,1.4826,0,0,1,1,2,3,5,0.999169086452357,1200.66328683772,939.284204805607
"2021-02-02","2021-02-03",1,1,"GE",1,1,1,1,2.983,3,1.73254515459561,1.4826,1,2,2,3,3,4,6,0.999154235259487,1178.96230425889,986.836072291853
"2021-02-03","2021-02-03",1,0,"GE",0,NA,0,NA,2.223,2,2.04534947000615,1.4826,0,1,1,2,3,4,6,1.00438487354709,1240.69908170505,939.406443173037
"2021-01-16","2021-02-04",1,5,"GE",5,1,19,0.2,5,5,0,0,5,5,5,5,5,5,5,NA,NA,NA
"2021-01-17","2021-02-04",1,0,"GE",0,NA,18,NA,0.044,0,0.214732647983743,0,0,0,0,0,0,0,0,0.999014597652127,1045.31886145625,1044.81629582952
"2021-01-18","2021-02-04",1,4,"GE",4,1,17,0,4.094,4,0.318222037680085,0,4,4,4,4,4,4,5,1.00026400435144,932.007432027687,918.780137370307
"2021-01-19","2021-02-04",1,4,"GE",4,1,16,0,4.144,4,0.376039100899634,0,4,4,4,4,4,4,5,1.00033215255481,954.881851466199,934.989320092748
"2021-01-20","2021-02-04",1,3,"GE",3,1,15,0,3.228,3,0.481921412938093,0,3,3,3,3,3,4,4,0.998212177369432,1079.23969663272,1055.48232734486
"2021-01-21","2021-02-04",1,3,"GE",3,1,14,0,3.297,3,0.573689916348649,0,3,3,3,3,3,4,4,1.00226136382218,881.021430693945,884.252209904564
"2021-01-22","2021-02-04",1,2,"GE",2,1,13,0,2.332,2,0.591714564740573,0,2,2,2,2,2,3,3,1.00177899693736,933.97771399869,954.17429877015
"2021-01-23","2021-02-04",1,0,"GE",0,NA,12,NA,0.365,0,0.61494158515517,0,0,0,0,0,0,1,2,1.00078945651206,1037.56811161081,1021.57674053478
"2021-01-24","2021-02-04",1,2,"GE",2,1,11,0,2.445,2,0.690979342999812,0,2,2,2,2,2,3,4,1.00125457351215,794.699010670092,838.340354858598
"2021-01-25","2021-02-04",1,3,"GE",3,1,10,0.333333333333333,3.593,3,0.79245124706759,0,3,3,3,3,4,4,5,0.998385131038164,917.286803360129,897.666061593406
"2021-01-26","2021-02-04",1,4,"GE",4,1,9,0,4.628,4,0.827224455816135,0,4,4,4,4,5,5,6,0.99939529156159,923.188671892035,877.396090673796
"2021-01-27","2021-02-04",1,0,"GE",0,NA,8,NA,0.821,1,0.951769333853988,1.4826,0,0,0,1,1,1,3,1.00012061364027,1049.65764129349,1038.82042057734
"2021-01-28","2021-02-04",1,0,"GE",0,NA,7,NA,0.843,1,0.929093221487604,1.4826,0,0,0,1,1,2,3,1.00363359634959,813.793477114623,840.558980829627
"2021-01-29","2021-02-04",1,0,"GE",0,NA,6,NA,0.924,1,1.03309790982815,1.4826,0,0,0,1,1,2,3,0.999127522268218,974.689180347872,854.984285541028
"2021-01-30","2021-02-04",1,2,"GE",2,1,5,1,3.03,3,1.10739619212201,1.4826,2,2,2,3,3,4,5,1.00252363498968,1071.49319828269,999.224015593444
"2021-01-31","2021-02-04",1,0,"GE",0,NA,4,NA,1.173,1,1.21100682803093,1.4826,0,0,1,1,1,2,4,0.998642785550619,940.911880325543,1042.03239091188
"2021-02-01","2021-02-04",1,0,"GE",0,NA,3,NA,1.477,1,1.37962834646668,1.4826,0,0,1,1,2,2,4,0.999527900526601,1114.08101049826,890.122177055912
"2021-02-02","2021-02-04",1,1,"GE",1,1,2,0,2.825,3,1.52863066556697,1.4826,1,2,2,3,3,4,6,1.00022380054225,1012.42123849473,900.939722096181
"2021-02-03","2021-02-04",1,0,"GE",0,NA,1,NA,2.011,2,1.84398462013089,1.4826,0,1,1,2,2,3,5,1.00705952230831,1104.0901093899,895.41633340615
"2021-02-04","2021-02-04",1,0,"GE",0,NA,0,NA,2.248,2,1.83571944094567,1.4826,0,1,1,2,3,4,6,0.999543283927147,1158.92034715523,944.459473355831
"2021-01-17","2021-02-05",1,0,"GE",0,NA,19,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"2021-01-18","2021-02-05",1,4,"GE",4,1,18,0,4.051,4,0.229022818626117,0,4,4,4,4,4,4,4,0.999582731868814,987.1499017444,981.565348740436
"2021-01-19","2021-02-05",1,4,"GE",4,1,17,0,4.107,4,0.328113789193107,0,4,4,4,4,4,4,5,0.999567324857029,1144.14744187969,1014.9685136866
"2021-01-20","2021-02-05",1,3,"GE",3,1,16,0,3.151,3,0.39287829330895,0,3,3,3,3,3,3,4,1.0022109350396,984.099973958778,942.541047114547
"2021-01-21","2021-02-05",1,3,"GE",3,1,15,0,3.17,3,0.430447773005373,0,3,3,3,3,3,3,4,0.998348800139925,1015.18504895419,882.917350094518
"2021-01-22","2021-02-05",1,2,"GE",2,1,14,0,2.237,2,0.495051589307696,0,2,2,2,2,2,3,3,0.999105482473681,891.79879020643,849.761908139945
"2021-01-23","2021-02-05",1,0,"GE",0,NA,13,NA,0.267,0,0.551375566211466,0,0,0,0,0,0,1,1,0.998144411070257,974.150331293739,910.603233892995
"2021-01-24","2021-02-05",1,2,"GE",2,1,12,0,2.398,2,0.640317113628869,0,2,2,2,2,2,3,4,0.998573672749759,1013.92243322372,1019.15882970978
"2021-01-25","2021-02-05",1,3,"GE",3,1,11,0,3.448,3,0.705545033143735,0,3,3,3,3,3.35000000000002,4,5,0.998365996730085,929.82804920723,999.19596514554
"2021-01-26","2021-02-05",1,4,"GE",4,1,10,0,4.541,4,0.76348012541382,0,4,4,4,4,5,5,6,0.999425068632063,923.952612329327,894.83234540598
"2021-01-27","2021-02-05",1,0,"GE",0,NA,9,NA,0.63,0,0.830535844975875,0,0,0,0,0,1,1,2,1.00080201618859,1048.48872169267,1041.32191243379
"2021-01-28","2021-02-05",1,0,"GE",0,NA,8,NA,0.733,1,0.908039390960291,1.4826,0,0,0,1,1,1,2,1.00401415841313,912.084327274584,1005.4701525193
"2021-01-29","2021-02-05",1,0,"GE",0,NA,7,NA,0.876,1,1.03715943793599,1.4826,0,0,0,1,1,2,3,1.00026215328875,1106.67549210016,1053.74620385102
"2021-01-30","2021-02-05",1,2,"GE",2,1,6,0,2.946,3,1.07714634300277,1.4826,2,2,2,3,3,4,5,1.00144678043994,1022.69016331202,941.161849925283
"2021-01-31","2021-02-05",1,0,"GE",0,NA,5,NA,1.204,1,1.19909208229469,1.4826,0,0,1,1,1,2,3,0.998870249356886,1001.58315612889,871.665205340969
"2021-02-01","2021-02-05",1,0,"GE",0,NA,4,NA,1.452,1,1.36438907851007,1.4826,0,0,1,1,2,2,4,0.999273375228453,1080.00149931791,1070.59783425804
"2021-02-02","2021-02-05",1,2,"GE",2,1,3,0.5,4.024,4,1.68293085308228,1.4826,2,3,3,4,4,5,7,0.99892137316046,1155.52443603495,1088.58830034969
"2021-02-03","2021-02-05",1,2,"GE",2,1,2,1,4.414,4,1.91788484593895,1.4826,2,3,3,4,5,6,8,0.999334219264482,1121.23940872564,955.760530683318
"2021-02-04","2021-02-05",1,0,"GE",0,NA,1,NA,2.552,2,2.05949934147538,1.4826,0,1,2,2,3,4,6,1.00124486877943,1015.9692716106,828.286792245789
"2021-02-05","2021-02-05",1,0,"GE",0,NA,0,NA,2.715,2,2.19102158263573,1.4826,0,1,2,2,3,4,7,1.00124169571579,1060.84173367097,867.528476466609
"2021-01-18","2021-02-06",1,4,"GE",4,1,19,0,4,4,0,0,4,4,4,4,4,4,4,NA,NA,NA
"2021-01-19","2021-02-06",1,4,"GE",4,1,18,0,4.103,4,0.338386621345327,0,4,4,4,4,4,4,5,1.00345188433833,899.987492407322,888.297781806313
"2021-01-20","2021-02-06",1,3,"GE",3,1,17,0,3.168,3,0.428905537338888,0,3,3,3,3,3,3,4,0.999776171505834,917.897336294391,926.887469628192
"2021-01-21","2021-02-06",1,3,"GE",3,1,16,0,3.18,3,0.431028752852737,0,3,3,3,3,3,3,4,0.999305117133775,1058.51778919728,1002.03375471878
"2021-01-22","2021-02-06",1,2,"GE",2,1,15,0,2.235,2,0.487865773561758,0,2,2,2,2,2,3,3,1.00208533374368,951.056683181622,890.110938082255
"2021-01-23","2021-02-06",1,0,"GE",0,NA,14,NA,0.279,0,0.532393127719022,0,0,0,0,0,0,1,1,1.00444085339988,844.868734594275,852.981196116746
"2021-01-24","2021-02-06",1,2,"GE",2,1,13,0,2.349,2,0.570547565523265,0,2,2,2,2,2,3,3,0.99932596697196,1038.44811889731,979.109604179845
"2021-01-25","2021-02-06",1,3,"GE",3,1,12,0,3.474,3,0.685415052208364,0,3,3,3,3,4,4,5,0.99824218557002,932.883161660683,950.507619681297
"2021-01-26","2021-02-06",1,4,"GE",4,1,11,0,4.561,4,0.767377265670457,0,4,4,4,4,5,5,6,0.998290484878899,863.875356636193,870.568328939961
"2021-01-27","2021-02-06",1,0,"GE",0,NA,10,NA,0.637,0,0.803664654490215,0,0,0,0,0,1,1,2,0.99855038077154,1040.17748570352,993.333687775821
"2021-01-28","2021-02-06",1,0,"GE",0,NA,9,NA,0.758,1,0.915573194383865,1.4826,0,0,0,1,1,1,3,1.00091443219519,897.472605677147,904.099074655242
"2021-01-29","2021-02-06",1,0,"GE",0,NA,8,NA,0.857,1,0.973395345426769,1.4826,0,0,0,1,1,2,3,0.999957806471085,1045.94378882704,843.967304321121
"2021-01-30","2021-02-06",1,2,"GE",2,1,7,0,2.951,3,1.06382833705948,1.4826,2,2,2,3,3,4,5,1.00025909713827,946.688038399666,847.789704005678
"2021-01-31","2021-02-06",1,0,"GE",0,NA,6,NA,1.162,1,1.16409239801277,1.4826,0,0,1,1,1,2,3,0.999180003221435,1059.2234068528,966.262663282841
"2021-02-01","2021-02-06",1,0,"GE",0,NA,5,NA,1.551,1,1.46749874022179,1.4826,0,0,1,1,2,3,4,1.00183478049124,891.433623562021,950.466329965533
"2021-02-02","2021-02-06",1,2,"GE",2,1,4,0,4.033,4,1.67353270410581,1.4826,2,3,3,4,4,5,7,0.99947295029514,914.445805243551,949.816011166601
"2021-02-03","2021-02-06",1,2,"GE",2,1,3,0,4.361,4,1.91215463164864,1.4826,2,3,3,4,5,6,8,1.00197399630217,857.53485732745,940.386919527048
"2021-02-04","2021-02-06",1,0,"GE",0,NA,2,NA,2.581,2,2.06584285624699,1.4826,0,1,2,2,3,4,7,1.00496944445389,1138.42201977015,787.239313067463
"2021-02-05","2021-02-06",1,0,"GE",0,NA,1,NA,2.76,2,2.22336307051803,1.4826,0,1,2,2,3,4,7,0.998864956832014,1133.08673792438,917.725999826364
"2021-02-06","2021-02-06",1,0,"GE",0,NA,0,NA,2.886,2,2.30745061232702,1.4826,0,1,2,2,3,4,7,1.00097569461112,931.634911267642,614.924629811687
"2021-01-19","2021-02-07",1,4,"GE",4,1,19,0,4,4,0,0,4,4,4,4,4,4,4,NA,NA,NA
"2021-01-20","2021-02-07",1,3,"GE",3,1,18,0,3.149,3,0.388522779190551,0,3,3,3,3,3,3,4,0.99919221175292,924.861495340038,846.579858363817
"2021-01-21","2021-02-07",1,3,"GE",3,1,17,0,3.192,3,0.455349693470132,0,3,3,3,3,3,3,4,1.00208904873858,897.309993324003,849.809431905871
"2021-01-22","2021-02-07",1,2,"GE",2,1,16,0,2.247,2,0.508182299228583,0,2,2,2,2,2,3,3,1.00283887163885,996.797469468905,908.325769692218
"2021-01-23","2021-02-07",1,0,"GE",0,NA,15,NA,0.26,0,0.514455697475171,0,0,0,0,0,0,1,1,0.999426793908742,818.559582498101,769.910400645097
"2021-01-24","2021-02-07",1,2,"GE",2,1,14,0,2.362,2,0.631945690194462,0,2,2,2,2,2,3,4,1.00040068356781,1033.56583636974,1018.22324670567
"2021-01-25","2021-02-07",1,3,"GE",3,1,13,0,3.439,3,0.689023768642094,0,3,3,3,3,3,4,5,1.00559955741639,1051.05771136351,1038.67158783025
"2021-01-26","2021-02-07",1,4,"GE",4,1,12,0,4.624,4,0.810728858053839,0,4,4,4,4,5,5,6,1.00023633898942,956.981407139577,982.911445080526
"2021-01-27","2021-02-07",1,0,"GE",0,NA,11,NA,0.68,0,0.847536617685819,0,0,0,0,0,1,1,2,0.999769835065966,1123.2655859677,883.917904754341
"2021-01-28","2021-02-07",1,0,"GE",0,NA,10,NA,0.671,0,0.865741594535291,0,0,0,0,0,1,1,2,0.998430009527156,1134.06995995643,1033.58594093999
"2021-01-29","2021-02-07",1,0,"GE",0,NA,9,NA,0.795,1,0.934798828009989,1.4826,0,0,0,1,1,1,3,1.00402174374527,1063.43365111751,905.201982241506
"2021-01-30","2021-02-07",1,2,"GE",2,1,8,0,2.965,3,1.04348639850449,1.4826,2,2,2,3,3,4,5,1.00059216369973,836.860574709004,791.895081235095
"2021-01-31","2021-02-07",1,0,"GE",0,NA,7,NA,1.141,1,1.15778212953019,1.4826,0,0,0,1,1,2,3,1.00201373881149,870.725278231208,867.212064314253
"2021-02-01","2021-02-07",1,0,"GE",0,NA,6,NA,1.457,1,1.37842339324717,1.4826,0,0,1,1,2,2,4,1.00034006697008,1149.24945924403,1002.98155852897
"2021-02-02","2021-02-07",1,2,"GE",2,1,5,0,4.04,4,1.73245531007337,1.4826,2,3,3,4,4,5,7,1.00003238995519,873.067318407049,1012.20094989751
"2021-02-03","2021-02-07",1,2,"GE",2,1,4,0,4.303,4,1.8672647583237,1.4826,2,3,3,4,5,6,8,0.99940194922457,1260.108911343,811.619733300751
"2021-02-04","2021-02-07",1,0,"GE",0,NA,3,NA,2.7,2,2.10057430537756,1.4826,0,1,2,2,3,4,7,1.0007643627039,1235.29646441152,989.455059966868
"2021-02-05","2021-02-07",1,0,"GE",0,NA,2,NA,2.753,2,2.15653463724598,1.4826,0,1,2,2,3,4,7,0.998627963504222,1145.3294307183,1012.34630681676
"2021-02-06","2021-02-07",1,0,"GE",0,NA,1,NA,2.843,2,2.46707061865635,1.4826,0,1,2,2,3,4,7,1.00178047803113,1117.06284064718,1063.83074709182
"2021-02-07","2021-02-07",1,0,"GE",0,NA,0,NA,2.845,2,2.51302413245283,1.4826,0,1,2,2,3,4,8,1.00049579989236,1154.43437550584,1091.98113319649
"2021-01-20","2021-02-08",1,3,"GE",3,1,19,0,3,3,0,0,3,3,3,3,3,3,3,NA,NA,NA
"2021-01-21","2021-02-08",1,4,"GE",4,1,18,0.25,4.089,4,0.301943985153157,0,4,4,4,4,4,4,5,1.00072494997618,987.081547935331,969.949500203378
"2021-01-22","2021-02-08",1,3,"GE",3,1,17,0.333333333333333,3.134,3,0.377075836120781,0,3,3,3,3,3,3,4,0.998414596707505,1014.17727314956,958.069623840081
"2021-01-23","2021-02-08",1,0,"GE",0,NA,16,NA,0.228,0,0.504252189157638,0,0,0,0,0,0,0,1,0.99926887029515,1030.81727083467,992.711357086383
"2021-01-24","2021-02-08",1,2,"GE",2,1,15,0,2.278,2,0.528199768075484,0,2,2,2,2,2,3,3,0.998705681737441,1083.0450865569,1070.67422374306
"2021-01-25","2021-02-08",1,3,"GE",3,1,14,0,3.351,3,0.586637147769508,0,3,3,3,3,3,4,5,0.99909699848058,1117.00289017786,1008.09677418101
"2021-01-26","2021-02-08",1,4,"GE",4,1,13,0,4.445,4,0.695311770688846,0,4,4,4,4,4,5,6,0.999131343778427,944.586675193519,907.705935445731
"2021-01-27","2021-02-08",1,1,"GE",1,1,12,1,1.486,1,0.698779144145196,0,1,1,1,1,2,2,3,1.00053369390637,891.021712995964,812.344895506744
"2021-01-28","2021-02-08",1,0,"GE",0,NA,11,NA,0.611,0,0.848763453147813,0,0,0,0,0,1,1,2,1.00034308011883,856.510835410134,896.515950021981
"2021-01-29","2021-02-08",1,0,"GE",0,NA,10,NA,0.687,0,0.883068972850259,0,0,0,0,0,1,1,2,0.998910846468487,972.710741631314,977.304402836592
"2021-01-30","2021-02-08",1,3,"GE",3,1,9,0.333333333333333,3.75,4,0.895713292467128,1.4826,3,3,3,4,4,4,5,0.999640710210464,900.186884374906,906.495707125073
"2021-01-31","2021-02-08",1,0,"GE",0,NA,8,NA,0.959,1,1.04326765856486,1.4826,0,0,0,1,1,2,3,0.999802823872859,989.894564853856,1011.34925902099
"2021-02-01","2021-02-08",1,0,"GE",0,NA,7,NA,1.187,1,1.18212876981674,1.4826,0,0,1,1,1,2,3,0.999918388692138,1053.2740951826,898.933772029768
"2021-02-02","2021-02-08",1,2,"GE",2,1,6,0,3.591,3,1.40488173619444,1.4826,2,2,3,3,4,5,6,0.999151970360578,1103.98443453114,794.438554829145
"2021-02-03","2021-02-08",1,3,"GE",3,1,5,0.333333333333333,4.919,5,1.61215323032212,1.4826,3,4,4,5,5,6,8,1.00053381584787,1115.28437081159,969.713847591743
"2021-02-04","2021-02-08",1,1,"GE",1,1,4,1,3.141,3,1.77828042818935,1.4826,1,2,2,3,3,4,6,0.99954853542301,1093.94499458159,929.685355220539
"2021-02-05","2021-02-08",1,0,"GE",0,NA,3,NA,2.103,2,1.71327940696383,1.4826,0,1,1,2,2,3,5,0.999272767042045,1113.42201304528,928.02870775361
"2021-02-06","2021-02-08",1,0,"GE",0,NA,2,NA,2.321,2,1.88454517338017,1.4826,0,1,1,2,3,4,6,0.998820291133016,1112.39668656429,906.871466479413
"2021-02-07","2021-02-08",1,0,"GE",0,NA,1,NA,2.515,2,2.12185703507029,1.4826,0,1,1,2,3,4,6,1.0020467321169,1061.90936320557,807.742503071694
"2021-02-08","2021-02-08",1,0,"GE",0,NA,0,NA,2.757,2,2.59589862854652,1.4826,0,1,1.64999999999998,2,3,4,7,1.00035642902567,1043.96041427028,988.452072980588
"2021-01-21","2021-02-09",1,4,"GE",4,1,19,0,4,4,0,0,4,4,4,4,4,4,4,NA,NA,NA
"2021-01-22","2021-02-09",1,4,"GE",4,1,18,0.25,4.056,4,0.242740443525431,0,4,4,4,4,4,4,5,0.999144698002221,960.252560988327,957.902372766259
